date,tmax_obs,tmin_obs,prcp_obs
2024-12-23,6.0,1.9,5.3
2024-12-24,6.0,-0.7,0.0
2024-12-25,8.1,1.0,0.0
2024-12-26,6.5,-0.3,0.0
2024-12-27,1.6,-5.1,0.0
2024-12-28,-0.5,-2.4,0.0
2024-12-29,0.2,-2.1,0.0
2024-12-30,0.4,-1.2,0.0
2024-12-31,-0.8,-2.4,0.0
2025-01-01,3.1,-2.2,0.0
2025-01-02,6.4,1.8,0.0
2025-01-03,5.6,-3.4,12.4
2025-01-04,0.6,-6.2,6.6
2025-01-05,13.2,-2.2,10.7
2025-01-06,13.5,6.8,2.0
2025-01-07,9.2,4.6,1.3
2025-01-08,11.6,6.0,8.6
2025-01-09,12.5,2.3,7.4
2025-01-10,3.6,1.4,0.1
2025-01-11,3.4,-1.7,0.0
2025-01-12,3.2,-3.2,0.0
2025-01-13,3.0,-3.1,0.0
2025-01-14,3.0,-4.0,0.0
2025-01-15,5.0,-6.0,0.1
2025-01-16,7.0,-1.0,0.0
2025-01-17,1.0,-5.0,0.0
2025-01-18,4.0,-5.0,0.0
2025-01-19,-1.0,-5.0,0.0
2025-01-20,0.0,-3.0,0.0
2025-01-21,0.0,-2.0,0.0
2025-01-22,11.0,-2.0,3.4
2025-01-23,10.0,3.9,5.6
2025-01-24,9.0,1.0,0.0
2025-01-25,16.0,8.0,8.9
2025-01-26,10.0,4.0,0.7
2025-01-27,12.0,7.0,8.9
2025-01-28,10.0,6.0,2.5
2025-01-29,11.0,5.0,2.3
2025-01-30,9.0,5.0,6.7
2025-01-31,7.0,1.0,0.0
2025-02-01,6.0,-1.0,0.0
2025-02-02,4.0,-2.0,0.0
2025-02-03,2.0,0.0,0.0
2025-02-04,1.0,0.0,0.0
2025-02-05,7.0,-1.0,0.0
2025-02-06,5.0,2.0,0.0
2025-02-07,8.0,-2.0,0.0
2025-02-08,8.0,1.0,0.6
2025-02-09,6.0,2.0,1.5
2025-02-10,9.0,4.0,6.3
2025-02-11,8.0,4.0,6.4
2025-02-12,11.0,6.0,1.1
2025-02-13,7.0,4.0,8.4
2025-02-14,4.0,-1.0,0.0
2025-02-15,5.0,-4.0,0.0
2025-02-16,8.0,-4.0,0.0
2025-02-17,8.0,-2.0,0.0
2025-02-18,9.0,-2.0,0.0
2025-02-19,13.0,-1.0,0.3
2025-02-20,16.0,6.0,1.1
2025-02-21,14.0,3.0,0.0
2025-02-22,14.0,9.0,1.6
2025-02-23,15.0,4.0,0.4
2025-02-24,13.0,2.0,0.6
2025-02-25,14.0,6.0,12.9
2025-02-26,10.0,5.0,1.6
2025-02-27,11.0,4.0,1.0
2025-02-28,7.1,1.0,0.0
2025-03-01,9.0,1.0,0.0
2025-03-02,11.0,1.0,0.0
2025-03-03,13.0,-2.0,0.0
2025-03-04,15.0,0.0,0.0
2025-03-05,17.0,0.0,0.0
2025-03-06,17.0,-1.0,0.0
2025-03-07,17.0,0.0,0.0
2025-03-08,18.0,1.0,0.0
2025-03-09,18.0,3.0,0.6
2025-03-10,16.0,6.0,5.4
2025-03-11,15.0,3.0,1.2
2025-03-12,8.0,5.5,3.7
2025-03-13,6.0,1.0,4.6
2025-03-14,6.0,0.0,0.0
2025-03-15,5.0,2.0,0.0
2025-03-16,6.0,1.0,0.0
2025-03-17,11.0,3.0,0.0
2025-03-18,15.0,-1.0,0.0
2025-03-19,16.0,0.0,0.0
2025-03-20,18.0,2.0,0.0
2025-03-21,20.0,7.0,0.0
2025-03-22,17.0,9.0,5.3
2025-03-23,16.0,7.0,0.9
2025-03-24,17.0,4.0,0.0
2025-03-25,17.0,8.0,0.0
2025-03-26,14.0,6.0,0.1
2025-03-27,15.0,7.0,0.0
2025-03-28,17.0,3.0,0.0
2025-03-29,13.0,4.0,0.4
2025-03-30,15.0,2.0,0.0
2025-03-31,14.0,5.0,0.0
2025-04-01,14.0,4.0,0.0
2025-04-02,17.0,4.0,0.0
2025-04-03,20.0,4.0,0.0
2025-04-04,22.0,6.0,0.0
2025-04-05,23.0,6.0,0.0
2025-04-06,18.0,8.0,0.0
2025-04-07,18.0,3.0,0.0
2025-04-08,19.0,2.0,0.0
2025-04-09,19.0,5.0,0.0
2025-04-10,20.0,7.0,0.0
2025-04-11,22.0,5.0,0.0
2025-04-12,19.0,5.0,1.8
2025-04-13,18.0,12.0,1.1
2025-04-14,19.0,9.0,2.6
2025-04-15,18.0,12.0,8.8
2025-04-16,12.0,8.0,9.0
2025-04-17,10.0,7.0,0.0
2025-04-18,14.0,4.0,0.0
2025-04-19,21.0,4.0,0.0
2025-04-20,18.0,9.0,0.0
2025-04-21,15.0,9.0,2.9
2025-04-22,18.0,7.0,0.3
2025-04-23,13.0,8.0,3.9
2025-04-24,16.0,5.0,0.5
2025-04-25,16.0,8.0,0.5
2025-04-26,17.0,8.0,0.0
2025-04-27,18.0,11.0,0.0
2025-04-28,23.0,8.0,0.0
2025-04-29,25.0,9.0,0.0
2025-04-30,26.0,11.0,0.0
2025-05-01,26.0,10.0,0.0
2025-05-02,26.0,8.0,0.0
2025-05-03,26.0,14.0,0.1
2025-05-04,18.0,11.0,3.4
2025-05-05,13.0,8.0,1.5
2025-05-06,14.0,8.0,0.0
2025-05-07,17.0,9.0,0.0
2025-05-08,18.0,6.0,0.1
2025-05-09,19.0,8.0,0.0
2025-05-10,23.0,6.0,0.4
2025-05-11,24.0,8.0,1.5
2025-05-12,17.0,12.0,3.7
2025-05-13,20.0,10.0,0.0
2025-05-14,24.0,10.0,0.1
2025-05-15,22.0,10.0,0.0
2025-05-16,20.0,8.0,0.0
2025-05-17,20.0,8.0,0.0
2025-05-18,22.0,7.0,0.0
2025-05-19,23.0,9.0,0.5
2025-05-20,22.0,13.0,6.7
2025-05-21,23.0,11.0,1.0
2025-05-22,17.0,11.0,11.6
2025-05-23,18.0,9.0,0.8
2025-05-24,20.0,4.0,0.0
2025-05-25,21.0,11.0,0.4
2025-05-26,20.0,13.0,2.6
2025-05-27,21.0,10.0,0.0
2025-05-28,18.0,12.0,3.3
2025-05-29,25.0,9.0,0.2
2025-05-30,29.0,10.0,0.0
2025-05-31,31.0,12.0,0.2
2025-06-01,28.0,15.0,4.1
2025-06-02,20.0,15.5,0.7
2025-06-03,22.0,12.0,6.9
2025-06-04,18.0,15.0,6.9
2025-06-05,21.0,13.0,0.4
2025-06-06,23.0,17.0,1.0
2025-06-07,21.0,13.0,1.8
2025-06-08,21.0,13.0,0.1
2025-06-09,24.0,8.0,0.0
2025-06-10,26.0,8.0,0.0
2025-06-11,29.0,13.0,0.0
2025-06-12,32.0,15.0,0.0
2025-06-13,33.0,18.0,0.0
2025-06-14,34.0,18.0,0.0
2025-06-15,25.0,16.1,23.4
2025-06-16,24.4,13.2,0.0
2025-06-17,28.0,13.9,0.0
2025-06-18,29.0,15.0,0.0
2025-06-19,31.0,17.0,0.0
2025-06-20,32.0,19.6,0.0
2025-06-21,33.0,19.0,0.0
2025-06-22,35.0,17.0,0.0
2025-06-23,29.0,19.0,0.0
2025-06-24,31.0,15.0,0.0
2025-06-25,34.0,16.0,0.0
2025-06-26,28.0,18.0,4.8
2025-06-27,31.0,16.5,0.0
2025-06-28,32.0,18.0,0.0
2025-06-29,34.0,21.0,0.0
2025-06-30,36.0,20.0,0.0
2025-07-01,37.0,19.0,0.0
2025-07-02,37.2,20.0,0.0
2025-07-03,28.0,20.0,0.0
2025-07-04,29.0,16.0,0.0
2025-07-05,31.0,15.0,0.0
2025-07-06,25.0,15.0,4.7
2025-07-07,21.0,15.0,3.0
2025-07-08,21.0,12.0,8.4
2025-07-09,24.0,9.0,0.0
2025-07-10,27.0,11.0,0.0
2025-07-11,29.0,14.0,0.0
2025-07-12,29.8,16.5,0.0
2025-07-13,31.1,16.8,0.6
2025-07-14,30.0,18.6,1.0
2025-07-15,27.0,19.0,0.0
2025-07-16,25.0,16.0,0.0
2025-07-17,28.0,17.0,0.2
2025-07-18,30.0,15.0,0.0
2025-07-19,25.0,18.0,1.3
2025-07-20,28.0,16.2,0.6
2025-07-21,25.0,17.0,1.7
2025-07-22,23.0,16.6,0.0
2025-07-23,26.0,14.0,9.0
2025-07-24,23.0,14.0,3.3
2025-07-25,25.0,16.0,4.2
2025-07-26,25.9,15.0,0.7
2025-07-27,23.0,15.0,4.1
2025-07-28,22.0,15.0,1.3
2025-07-29,24.0,14.0,0.1
2025-07-30,24.0,15.0,0.3
2025-07-31,26.0,14.0,0.0
2025-08-01,23.0,16.0,2.6
2025-08-02,22.0,14.0,6.9
2025-08-03,24.0,11.0,0.0
2025-08-04,28.0,12.0,0.0
2025-08-05,26.0,16.0,0.0
2025-08-06,25.0,13.0,0.4
2025-08-07,30.0,12.0,0.0
2025-08-08,34.0,13.0,0.0
2025-08-09,36.0,17.0,0.0
2025-08-10,32.0,18.0,0.0
2025-08-11,34.0,18.0,0.0
2025-08-12,39.0,18.0,0.0
2025-08-13,38.0,20.0,0.0
2025-08-14,36.0,20.0,0.2
2025-08-15,36.0,21.0,0.0
2025-08-16,33.0,21.0,0.0
2025-08-17,30.0,17.0,0.0
2025-08-18,30.0,17.0,0.0
2025-08-19,30.0,16.0,3.3
2025-08-20,22.0,18.0,6.2
2025-08-21,19.0,17.0,12.7
2025-08-22,23.0,14.0,0.0
2025-08-23,23.0,11.0,0.0
2025-08-24,24.0,11.0,0.0
2025-08-25,28.0,11.0,0.0
2025-08-26,31.0,11.0,3.3
2025-08-27,26.0,16.0,42.5
2025-08-28,23.1,15.9,20.0
2025-08-29,20.0,12.7,6.4
2025-08-30,23.0,13.0,0.1
2025-08-31,26.0,15.0,15.8
2025-09-01,22.0,14.0,13.8
2025-09-02,22.0,12.0,0.2
2025-09-03,26.0,16.0,0.0
2025-09-04,22.0,13.9,17.9
2025-09-05,20.0,12.0,0.3
2025-09-06,23.3,10.0,0.0
2025-09-07,29.0,11.0,0.2
2025-09-08,22.0,16.9,45.2
2025-09-09,20.2,14.3,5.5
2025-09-10,22.0,12.0,0.2
2025-09-11,21.0,14.0,2.6
2025-09-12,19.0,12.0,2.2
2025-09-13,20.0,11.0,0.4
2025-09-14,21.2,14.7,2.8
2025-09-15,22.0,16.3,0.0
2025-09-16,19.0,11.0,0.0
2025-09-17,22.2,9.0,0.0
2025-09-18,26.2,8.0,0.0
2025-09-19,28.2,9.0,0.0
2025-09-20,29.0,13.0,0.0
2025-09-21,20.0,12.6,17.9
2025-09-22,12.3,10.3,14.9
2025-09-23,12.0,8.4,6.1
2025-09-24,14.0,8.0,1.9
2025-09-25,14.2,10.6,1.2
2025-09-26,12.7,10.0,5.1
2025-09-27,16.0,8.8,0.0
2025-09-28,18.0,6.9,0.0
2025-09-29,17.0,7.9,0.0
2025-09-30,19.0,6.9,0.0
2025-10-01,17.0,7.5,0.0
2025-10-02,16.0,6.5,0.0
2025-10-03,15.0,7.0,1.7
2025-10-04,18.0,10.6,8.5
2025-10-05,14.1,6.0,2.4
2025-10-06,16.0,5.2,0.0
2025-10-07,18.6,7.1,0.0
2025-10-08,14.0,8.0,0.0
2025-10-09,18.1,11.6,0.0
2025-10-10,16.7,9.8,0.0
2025-10-11,16.2,8.9,0.0
2025-10-12,15.3,8.9,0.0
2025-10-13,14.8,8.1,0.0
2025-10-14,13.7,7.8,0.0
2025-10-15,13.0,6.3,0.0
2025-10-16,13.1,6.4,0.0
2025-10-17,12.2,5.1,0.0
2025-10-18,14.5,6.9,0.0
