date,tmax_prev,tmin_prev,prcp_prev,ws_prev,rad_prev,sun_prev,cloud_prev,source
2025-10-22,17.0,13.1,15.3,13.6,3.29,57.83,98.0,open-meteo
2025-10-23,16.3,10.5,21.0,33.2,8.81,24283.53,80.0,open-meteo
2025-10-24,12.5,7.3,0.1,20.3,9.08,28823.05,61.0,open-meteo
2025-10-25,13.0,8.3,5.4,16.3,4.8,15651.88,69.0,open-meteo
2025-10-26,9.7,6.6,1.0,20.2,7.68,32400.0,87.0,open-meteo
2025-10-27,13.1,8.2,12.8,20.9,2.81,3497.64,90.0,open-meteo
2025-10-28,14.1,8.0,0.0,14.0,4.18,2884.59,82.0,open-meteo
2025-10-29,16.2,6.4,3.8,18.1,6.39,14955.42,79.0,open-meteo
2025-10-30,14.7,8.3,0.2,13.9,8.01,31470.72,62.0,open-meteo
2025-10-31,15.2,5.2,0.0,8.0,7.13,18244.76,71.0,open-meteo
2025-11-01,16.1,11.1,3.8,14.6,1.21,0.0,99.0,open-meteo
2025-11-02,13.8,8.6,5.2,13.7,3.02,1895.47,87.0,open-meteo
2025-11-03,12.9,5.9,0.0,9.1,5.82,20764.09,61.0,open-meteo
2025-11-04,13.2,5.7,0.0,10.4,6.97,20794.35,63.0,open-meteo
2025-11-05,16.9,7.2,0.0,16.6,9.04,31316.39,37.0,open-meteo
2025-11-06,15.5,8.4,0.0,10.6,6.34,19931.35,95.0,open-meteo
2025-11-07,15.2,4.4,0.0,5.6,8.84,30688.74,48.0,open-meteo
2025-11-08,14.4,5.8,0.0,4.5,7.66,26314.6,73.0,open-meteo
2025-11-09,12.8,5.0,1.6,10.0,6.61,27898.46,64.0,open-meteo
2025-11-10,8.1,4.4,0.0,9.8,2.36,0.0,92.0,open-meteo
2025-11-11,14.7,5.4,0.0,8.3,8.3,30194.91,41.0,open-meteo
2025-11-12,17.9,6.2,0.0,15.1,7.96,29499.88,48.0,open-meteo
2025-11-13,19.6,11.6,0.0,14.9,7.69,27878.62,64.0,open-meteo
2025-11-14,19.2,12.2,14.6,20.5,3.29,6591.25,83.0,open-meteo
2025-11-15,14.5,9.0,19.7,15.5,1.68,0.0,86.0,open-meteo
2025-11-16,13.9,8.7,0.6,6.9,4.32,10480.53,98.0,open-meteo
2025-11-17,11.1,3.2,3.8,16.3,5.04,19210.65,67.0,open-meteo
2025-11-18,7.0,0.6,0.0,10.4,7.68,27406.35,12.0,open-meteo
2025-11-19,6.0,-1.0,1.3,15.3,4.79,21600.0,82.0,open-meteo
2025-11-20,4.2,1.0,0.7,15.9,4.55,17052.38,98.0,open-meteo
2025-11-21,2.2,0.1,0.1,13.0,3.01,1600.59,66.0,open-meteo
2025-11-22,2.2,-1.8,0.0,11.5,7.49,26809.07,0.0,open-meteo
2025-11-23,2.7,-1.8,7.0,12.3,1.36,0.0,98.0,open-meteo
2025-11-24,5.5,2.3,14.5,8.6,2.28,0.0,99.0,open-meteo
2025-11-25,6.3,3.5,3.9,16.4,3.26,9164.27,94.0,open-meteo
2025-11-26,5.6,3.4,0.0,13.9,2.73,196.29,91.0,open-meteo
2025-11-27,5.1,-0.1,0.0,6.7,5.55,21600.0,61.0,open-meteo
2025-11-28,6.9,2.3,3.5,9.4,3.23,5345.72,100.0,open-meteo
2025-11-29,10.4,5.9,4.3,10.4,3.17,11884.45,92.0,open-meteo
2025-11-30,8.6,3.4,1.9,10.0,1.96,0.0,97.0,open-meteo
2025-12-01,4.2,-0.2,0.0,10.5,3.94,11849.16,61.0,open-meteo
2025-12-02,7.6,2.1,0.0,7.6,3.23,0.0,97.0,open-meteo
2025-12-03,6.9,3.9,6.8,4.0,1.4,0.0,100.0,open-meteo
2025-12-04,5.6,2.6,1.5,9.4,1.69,0.0,98.0,open-meteo
2025-12-05,8.1,3.0,0.6,7.6,4.32,21803.87,75.0,open-meteo
2025-12-06,11.0,4.1,0.2,14.1,2.23,0.0,98.0,open-meteo
2025-12-07,11.5,7.8,13.5,13.0,0.7,0.0,100.0,open-meteo
2025-12-08,14.2,8.1,1.2,10.6,2.86,7779.2,91.0,open-meteo
2025-12-09,13.4,7.1,0.0,15.1,3.74,22932.92,63.0,open-meteo
2025-12-10,10.7,7.7,2.6,5.1,1.37,0.0,94.0,open-meteo
2025-12-11,10.0,8.6,0.0,5.9,1.61,0.0,100.0,open-meteo
2025-12-12,9.7,5.5,0.0,9.2,2.66,7023.07,95.0,open-meteo
2025-12-13,6.2,4.5,0.0,6.4,1.41,0.0,100.0,open-meteo
2025-12-14,5.4,4.0,0.0,9.4,1.16,0.0,100.0,open-meteo
2025-12-15,8.0,3.0,0.6,8.1,2.02,0.0,94.0,open-meteo
2025-12-16,9.1,3.4,0.3,3.4,3.49,13260.72,91.0,open-meteo
2025-12-17,6.2,2.8,0.0,3.9,2.05,500.06,100.0,open-meteo
2025-12-18,11.4,4.1,0.0,14.4,3.98,18332.76,67.0,open-meteo
2025-12-19,11.0,7.2,0.0,6.9,2.55,1644.75,93.0,open-meteo
2025-12-20,10.7,9.2,10.2,12.2,1.19,0.0,100.0,open-meteo
2025-12-21,11.0,7.0,1.1,9.7,3.99,18398.43,95.0,open-meteo
2025-12-22,9.9,4.0,0.9,10.5,3.76,18160.56,95.0,open-meteo
2025-12-23,4.4,1.9,0.0,11.4,1.94,26.4,98.0,open-meteo
2025-12-24,2.9,-0.9,0.0,25.6,4.68,18289.08,79.0,open-meteo
2025-12-25,3.3,-0.1,0.0,14.6,4.98,25711.23,47.0,open-meteo
2025-12-26,4.3,-0.5,0.0,7.7,5.29,25985.36,31.0,open-meteo
2025-12-27,2.2,-0.8,0.0,7.8,3.21,12274.56,55.0,open-meteo
2025-12-28,4.9,0.1,0.0,8.2,5.22,25924.41,1.0,open-meteo
2025-12-29,-0.4,-1.9,0.0,7.1,1.36,0.0,89.0,open-meteo
2025-12-30,2.1,-2.8,0.0,15.0,4.33,20264.59,41.0,open-meteo
2025-12-31,1.7,-2.5,0.0,11.6,5.66,26407.1,0.0,open-meteo
2026-01-01,0.7,-3.2,0.0,6.2,4.9,24430.84,30.0,open-meteo
2026-01-02,1.9,-0.9,0.6,14.4,3.54,14836.56,82.0,open-meteo
2026-01-03,1.2,-3.8,0.0,11.2,5.5,25801.62,23.0,open-meteo
2026-01-04,-0.5,-4.8,0.0,6.1,4.85,21970.3,53.0,open-meteo
2026-01-05,-0.9,-5.8,0.0,5.0,5.95,26779.19,8.0,open-meteo
2026-01-06,-1.0,-4.5,0.0,10.2,2.93,5104.22,75.0,open-meteo
2026-01-07,-1.6,-4.1,2.6,13.5,2.51,2658.4,94.0,open-meteo
2026-01-08,4.1,-1.4,8.7,21.9,1.69,1542.39,100.0,open-meteo
2026-01-09,8.3,3.8,2.9,27.7,5.37,25876.72,64.0,open-meteo
2026-01-10,3.3,0.9,3.6,18.9,2.53,0.0,99.0,open-meteo
2026-01-11,1.9,-0.2,0.0,9.8,3.96,17839.0,90.0,open-meteo
2026-01-12,6.6,0.3,3.8,11.9,1.25,0.0,100.0,open-meteo
2026-01-13,11.8,1.7,0.0,14.4,5.63,27227.58,78.0,open-meteo
2026-01-14,11.0,3.9,0.0,8.6,3.63,9588.9,88.0,open-meteo
2026-01-15,11.9,6.3,1.7,15.2,5.61,24466.33,79.0,open-meteo
2026-01-16,8.3,4.6,6.2,11.2,2.83,829.81,92.0,open-meteo
2026-01-17,10.1,6.5,2.3,8.2,2.87,4673.53,92.0,open-meteo
2026-01-18,7.6,3.3,0.0,10.5,6.02,27924.46,65.0,open-meteo
2026-01-19,8.7,2.3,0.0,3.6,6.35,28017.03,64.0,open-meteo
2026-01-20,2.2,-0.9,0.0,5.2,2.37,0.0,100.0,open-meteo
2026-01-21,6.8,0.1,0.0,7.9,4.97,18608.22,63.0,open-meteo
2026-01-22,7.6,2.8,0.0,10.8,2.95,4430.1,96.0,open-meteo
2026-01-23,7.3,2.7,0.5,11.5,3.06,1467.13,96.0,open-meteo
2026-01-24,5.9,1.2,0.5,7.2,5.42,13289.34,95.0,open-meteo
2026-01-25,5.1,0.3,4.5,8.0,2.79,24.48,99.0,open-meteo
2026-01-26,7.4,2.9,0.0,11.0,5.35,23805.76,81.0,open-meteo
2026-01-27,6.6,-0.7,16.1,13.3,1.92,1299.64,88.0,open-meteo
